name,seed_id,crop_id,fruit_id,fruit_count,level,asset_name,rarity,image_role,phase_index,phase_name,image_path,image_url,local_path,phase_slot,seconds
鲜姜,20066,1020066,40066,60,9,Crop_66,1,phase,5,成熟,plant/model/v4/Crop_66_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_66_6.png,鲜姜/鲜姜_05_成熟.png,6,0
土豆,20005,1020005,40005,60,10,Crop_5,1,thumb,0,作物图,plant/model/v4/Crop_5_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_Seed.png,土豆/土豆_00_作物图.png,,
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,土豆/土豆_01_种子.png,Seed,1440
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,2,发芽,plant/model/v4/Crop_5_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_2.png,土豆/土豆_02_发芽.png,2,1440
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,3,小叶子,plant/model/v4/Crop_5_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_3.png,土豆/土豆_03_小叶子.png,3,1440
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,4,大叶子,plant/model/v4/Crop_5_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_4.png,土豆/土豆_04_大叶子.png,4,1440
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,5,初熟,plant/model/v4/Crop_5_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_5.png,土豆/土豆_05_初熟.png,5,1440
土豆,20005,1020005,40005,60,10,Crop_5,1,phase,6,成熟,plant/model/v4/Crop_5_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_5_6.png,土豆/土豆_06_成熟.png,6,0
小白菜,20071,1020071,40071,80,11,Crop_71,1,thumb,0,作物图,plant/model/v4/Crop_71_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_71_Seed.png,小白菜/小白菜_00_作物图.png,,
小白菜,20071,1020071,40071,80,11,Crop_71,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,小白菜/小白菜_01_种子.png,Seed,2250
小白菜,20071,1020071,40071,80,11,Crop_71,1,phase,2,发芽,plant/model/v4/Crop_71_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_71_2.png,小白菜/小白菜_02_发芽.png,2,2250
小白菜,20071,1020071,40071,80,11,Crop_71,1,phase,3,小叶子,plant/model/v4/Crop_71_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_71_3.png,小白菜/小白菜_03_小叶子.png,3,2250
小白菜,20071,1020071,40071,80,11,Crop_71,1,phase,4,大叶子,plant/model/v4/Crop_71_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_71_5.png,小白菜/小白菜_04_大叶子.png,5,2250
小白菜,20071,1020071,40071,80,11,Crop_71,1,phase,5,成熟,plant/model/v4/Crop_71_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_71_6.png,小白菜/小白菜_05_成熟.png,6,0
生菜,20096,1020096,40096,80,12,Crop_96,1,thumb,0,作物图,plant/model/v4/Crop_96_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_Seed.png,生菜/生菜_00_作物图.png,,
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,生菜/生菜_01_种子.png,Seed,2160
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,2,发芽,plant/model/v4/Crop_96_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_2.png,生菜/生菜_02_发芽.png,2,2160
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,3,小叶子,plant/model/v4/Crop_96_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_3.png,生菜/生菜_03_小叶子.png,3,2160
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,4,大叶子,plant/model/v4/Crop_96_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_4.png,生菜/生菜_04_大叶子.png,4,2160
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,5,初熟,plant/model/v4/Crop_96_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_5.png,生菜/生菜_05_初熟.png,5,2160
生菜,20096,1020096,40096,80,12,Crop_96,1,phase,6,成熟,plant/model/v4/Crop_96_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_96_6.png,生菜/生菜_06_成熟.png,6,0
油菜,20099,1020099,40099,200,13,Crop_99,1,thumb,0,作物图,plant/model/v4/Crop_99_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_99_Seed.png,油菜/油菜_00_作物图.png,,
油菜,20099,1020099,40099,200,13,Crop_99,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,油菜/油菜_01_种子.png,Seed,3600
油菜,20099,1020099,40099,200,13,Crop_99,1,phase,2,发芽,plant/model/v4/Crop_99_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_99_2.png,油菜/油菜_02_发芽.png,2,3600
油菜,20099,1020099,40099,200,13,Crop_99,1,phase,3,小叶子,plant/model/v4/Crop_99_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_99_3.png,油菜/油菜_03_小叶子.png,3,3600
油菜,20099,1020099,40099,200,13,Crop_99,1,phase,4,大叶子,plant/model/v4/Crop_99_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_99_5.png,油菜/油菜_04_大叶子.png,5,3600
油菜,20099,1020099,40099,200,13,Crop_99,1,phase,5,成熟,plant/model/v4/Crop_99_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_99_6.png,油菜/油菜_05_成熟.png,6,0
茄子,20006,1020006,40006,200,14,Crop_6,1,thumb,0,作物图,plant/model/v4/Crop_6_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_Seed.png,茄子/茄子_00_作物图.png,,
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,茄子/茄子_01_种子.png,Seed,5760
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,2,发芽,plant/model/v4/Crop_6_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_2.png,茄子/茄子_02_发芽.png,2,5760
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,3,小叶子,plant/model/v4/Crop_6_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_3.png,茄子/茄子_03_小叶子.png,3,5760
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,4,大叶子,plant/model/v4/Crop_6_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_4.png,茄子/茄子_04_大叶子.png,4,5760
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,5,开花,plant/model/v4/Crop_6_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_5.png,茄子/茄子_05_开花.png,5,5760
茄子,20006,1020006,40006,200,14,Crop_6,1,phase,6,成熟,plant/model/v4/Crop_6_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_6_6.png,茄子/茄子_06_成熟.png,6,0
红枣,20051,1020051,40051,200,15,Crop_51,1,thumb,0,作物图,plant/model/v4/Crop_51_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_Seed.png,红枣/红枣_00_作物图.png,,
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,红枣/红枣_01_种子.png,Seed,8640
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,2,发芽,plant/model/v4/Crop_51_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_2.png,红枣/红枣_02_发芽.png,2,8640
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,3,小叶子,plant/model/v4/Crop_51_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_3.png,红枣/红枣_03_小叶子.png,3,8640
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,4,大叶子,plant/model/v4/Crop_51_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_4.png,红枣/红枣_04_大叶子.png,4,8640
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,5,开花,plant/model/v4/Crop_51_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_5.png,红枣/红枣_05_开花.png,5,8640
红枣,20051,1020051,40051,200,15,Crop_51,1,phase,6,成熟,plant/model/v4/Crop_51_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_51_6.png,红枣/红枣_06_成熟.png,6,0
蒲公英,20120,1020120,40120,200,16,Crop_120,1,thumb,0,作物图,plant/model/v4/Crop_120_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_Seed.png,蒲公英/蒲公英_00_作物图.png,,
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,蒲公英/蒲公英_01_种子.png,Seed,17280
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,2,小叶子,plant/model/v4/Crop_120_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_2.png,蒲公英/蒲公英_02_小叶子.png,2,17280
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,3,大叶子,plant/model/v4/Crop_120_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_3.png,蒲公英/蒲公英_03_大叶子.png,3,17280
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,4,花蕾,plant/model/v4/Crop_120_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_4.png,蒲公英/蒲公英_04_花蕾.png,4,17280
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,5,盛开,plant/model/v4/Crop_120_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_5.png,蒲公英/蒲公英_05_盛开.png,5,17280
蒲公英,20120,1020120,40120,200,16,Crop_120,1,phase,6,成熟,plant/model/v4/Crop_120_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_120_6.png,蒲公英/蒲公英_06_成熟.png,6,0
银莲花,20259,1020259,40259,200,17,Crop_259,1,thumb,0,作物图,plant/model/v4/Crop_259_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_Seed.png,银莲花/银莲花_00_作物图.png,,
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,银莲花/银莲花_01_种子.png,Seed,2880
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,2,发芽,plant/model/v4/Crop_259_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_2.png,银莲花/银莲花_02_发芽.png,2,2880
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,3,小叶,plant/model/v4/Crop_259_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_3.png,银莲花/银莲花_03_小叶.png,3,2880
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,4,大叶,plant/model/v4/Crop_259_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_4.png,银莲花/银莲花_04_大叶.png,4,2880
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,5,花蕾,plant/model/v4/Crop_259_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_5.png,银莲花/银莲花_05_花蕾.png,5,2880
银莲花,20259,1020259,40259,200,17,Crop_259,1,phase,6,开花,plant/model/v4/Crop_259_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_259_6.png,银莲花/银莲花_06_开花.png,6,0
番茄,20007,1020007,40007,200,18,Crop_7,1,thumb,0,作物图,plant/model/v4/Crop_7_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_Seed.png,番茄/番茄_00_作物图.png,,
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,番茄/番茄_01_种子.png,Seed,5760
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,2,发芽,plant/model/v4/Crop_7_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_2.png,番茄/番茄_02_发芽.png,2,5760
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,3,小叶子,plant/model/v4/Crop_7_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_3.png,番茄/番茄_03_小叶子.png,3,5760
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,4,大叶子,plant/model/v4/Crop_7_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_4.png,番茄/番茄_04_大叶子.png,4,5760
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,5,开花,plant/model/v4/Crop_7_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_5.png,番茄/番茄_05_开花.png,5,5760
番茄,20007,1020007,40007,200,18,Crop_7,1,phase,6,成熟,plant/model/v4/Crop_7_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_7_6.png,番茄/番茄_06_成熟.png,6,0
花菜,20098,1020098,40098,200,19,Crop_98,1,thumb,0,作物图,plant/model/v4/Crop_98_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_Seed.png,花菜/花菜_00_作物图.png,,
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,花菜/花菜_01_种子.png,Seed,8640
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,2,发芽,plant/model/v4/Crop_98_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_2.png,花菜/花菜_02_发芽.png,2,8640
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,3,幼苗,plant/model/v4/Crop_98_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_3.png,花菜/花菜_03_幼苗.png,3,8640
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,4,卷心,plant/model/v4/Crop_98_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_4.png,花菜/花菜_04_卷心.png,4,8640
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,5,初熟,plant/model/v4/Crop_98_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_5.png,花菜/花菜_05_初熟.png,5,8640
花菜,20098,1020098,40098,200,19,Crop_98,1,phase,6,成熟,plant/model/v4/Crop_98_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_98_6.png,花菜/花菜_06_成熟.png,6,0
韭菜,20305,1020305,40305,200,20,Crop_305,1,thumb,0,作物图,plant/model/v4/Crop_305_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_Seed.png,韭菜/韭菜_00_作物图.png,,
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,韭菜/韭菜_01_种子.png,Seed,17280
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,2,发芽,plant/model/v4/Crop_305_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_2.png,韭菜/韭菜_02_发芽.png,2,17280
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,3,小叶子,plant/model/v4/Crop_305_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_3.png,韭菜/韭菜_03_小叶子.png,3,17280
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,4,大叶子,plant/model/v4/Crop_305_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_4.png,韭菜/韭菜_04_大叶子.png,4,17280
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,5,初熟,plant/model/v4/Crop_305_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_5.png,韭菜/韭菜_05_初熟.png,5,17280
韭菜,20305,1020305,40305,200,20,Crop_305,1,phase,6,成熟,plant/model/v4/Crop_305_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_305_6.png,韭菜/韭菜_06_成熟.png,6,0
小雏菊,20105,1020105,40105,200,21,Crop_105,1,thumb,0,作物图,plant/model/v4/Crop_105_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_Seed.png,小雏菊/小雏菊_00_作物图.png,,
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,小雏菊/小雏菊_01_种子.png,Seed,2880
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,2,发芽,plant/model/v4/Crop_105_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_2.png,小雏菊/小雏菊_02_发芽.png,2,2880
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,3,小叶子,plant/model/v4/Crop_105_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_3.png,小雏菊/小雏菊_03_小叶子.png,3,2880
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,4,大叶子,plant/model/v4/Crop_105_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_4.png,小雏菊/小雏菊_04_大叶子.png,4,2880
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,5,初熟,plant/model/v4/Crop_105_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_5.png,小雏菊/小雏菊_05_初熟.png,5,2880
小雏菊,20105,1020105,40105,200,21,Crop_105,1,phase,6,成熟,plant/model/v4/Crop_105_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_105_6.png,小雏菊/小雏菊_06_成熟.png,6,0
豌豆,20008,1020008,40008,200,22,Crop_8,1,thumb,0,作物图,plant/model/v4/Crop_8_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_Seed.png,豌豆/豌豆_00_作物图.png,,
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,豌豆/豌豆_01_种子.png,Seed,5760
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,2,发芽,plant/model/v4/Crop_8_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_2.png,豌豆/豌豆_02_发芽.png,2,5760
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,3,小叶子,plant/model/v4/Crop_8_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_3.png,豌豆/豌豆_03_小叶子.png,3,5760
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,4,大叶子,plant/model/v4/Crop_8_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_4.png,豌豆/豌豆_04_大叶子.png,4,5760
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,5,初熟,plant/model/v4/Crop_8_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_5.png,豌豆/豌豆_05_初熟.png,5,5760
豌豆,20008,1020008,40008,200,22,Crop_8,1,phase,6,成熟,plant/model/v4/Crop_8_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_8_6.png,豌豆/豌豆_06_成熟.png,6,0
莲藕,20037,1020037,40037,200,23,Crop_37,1,thumb,0,作物图,plant/model/v4/Crop_37_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_Seed.png,莲藕/莲藕_00_作物图.png,,
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,莲藕/莲藕_01_种子.png,Seed,8640
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,2,发芽,plant/model/v4/Crop_37_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_2.png,莲藕/莲藕_02_发芽.png,2,8640
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,3,小叶子,plant/model/v4/Crop_37_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_3.png,莲藕/莲藕_03_小叶子.png,3,8640
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,4,大叶子,plant/model/v4/Crop_37_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_4.png,莲藕/莲藕_04_大叶子.png,4,8640
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,5,开花,plant/model/v4/Crop_37_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_5.png,莲藕/莲藕_05_开花.png,5,8640
莲藕,20037,1020037,40037,200,23,Crop_37,1,phase,6,成熟,plant/model/v4/Crop_37_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_37_6.png,莲藕/莲藕_06_成熟.png,6,0
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,thumb,0,作物图,plant/model/v4/Crop_41_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_Seed.png,红玫瑰/红玫瑰_00_作物图.png,,
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,红玫瑰/红玫瑰_01_种子.png,Seed,17280
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,2,发芽,plant/model/v4/Crop_41_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_2.png,红玫瑰/红玫瑰_02_发芽.png,2,17280
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,3,小叶子,plant/model/v4/Crop_41_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_3.png,红玫瑰/红玫瑰_03_小叶子.png,3,17280
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,4,大叶子,plant/model/v4/Crop_41_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_4.png,红玫瑰/红玫瑰_04_大叶子.png,4,17280
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,5,初熟,plant/model/v4/Crop_41_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_5.png,红玫瑰/红玫瑰_05_初熟.png,5,17280
红玫瑰,20041,1020041,40041,200,24,Crop_41,1,phase,6,成熟,plant/model/v4/Crop_41_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_41_6.png,红玫瑰/红玫瑰_06_成熟.png,6,0
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,thumb,0,作物图,plant/model/v4/Crop_161_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_Seed.png,秋菊（黄色）/秋菊（黄色）_00_作物图.png,,
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,秋菊（黄色）/秋菊（黄色）_01_种子.png,Seed,2880
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,2,发芽,plant/model/v4/Crop_161_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_2.png,秋菊（黄色）/秋菊（黄色）_02_发芽.png,2,2880
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,3,小叶子,plant/model/v4/Crop_161_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_3.png,秋菊（黄色）/秋菊（黄色）_03_小叶子.png,3,2880
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,4,大叶子,plant/model/v4/Crop_161_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_4.png,秋菊（黄色）/秋菊（黄色）_04_大叶子.png,4,2880
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,5,花蕾,plant/model/v4/Crop_161_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_5.png,秋菊（黄色）/秋菊（黄色）_05_花蕾.png,5,2880
秋菊（黄色）,20161,1020161,40161,200,25,Crop_161,1,phase,6,盛开,plant/model/v4/Crop_161_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_161_6.png,秋菊（黄色）/秋菊（黄色）_06_盛开.png,6,0
满天星,20110,1020110,40110,200,26,Crop_110,1,thumb,0,作物图,plant/model/v4/Crop_110_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_Seed.png,满天星/满天星_00_作物图.png,,
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,满天星/满天星_01_种子.png,Seed,5760
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,2,发芽,plant/model/v4/Crop_110_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_2.png,满天星/满天星_02_发芽.png,2,5760
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,3,小叶子,plant/model/v4/Crop_110_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_3.png,满天星/满天星_03_小叶子.png,3,5760
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,4,大叶子,plant/model/v4/Crop_110_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_4.png,满天星/满天星_04_大叶子.png,4,5760
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,5,花蕾,plant/model/v4/Crop_110_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_5.png,满天星/满天星_05_花蕾.png,5,5760
满天星,20110,1020110,40110,200,26,Crop_110,1,phase,6,盛开,plant/model/v4/Crop_110_6.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_110_6.png,满天星/满天星_06_盛开.png,6,0
含羞草,20143,1020143,40143,200,27,Crop_143,1,thumb,0,作物图,plant/model/v4/Crop_143_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_143_Seed.png,含羞草/含羞草_00_作物图.png,,
含羞草,20143,1020143,40143,200,27,Crop_143,1,phase,1,种子,plant/model/v4/Crop_1_1.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_1_1.png,含羞草/含羞草_01_种子.png,Seed,7200
含羞草,20143,1020143,40143,200,27,Crop_143,1,phase,2,发芽,plant/model/v4/Crop_143_2.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_143_2.png,含羞草/含羞草_02_发芽.png,2,7200
含羞草,20143,1020143,40143,200,27,Crop_143,1,phase,3,小叶子,plant/model/v4/Crop_143_3.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_143_3.png,含羞草/含羞草_03_小叶子.png,3,7200
含羞草,20143,1020143,40143,200,27,Crop_143,1,phase,4,大叶子,plant/model/v4/Crop_143_4.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_143_4.png,含羞草/含羞草_04_大叶子.png,4,7200
含羞草,20143,1020143,40143,200,27,Crop_143,1,phase,5,花蕾,plant/model/v4/Crop_143_5.png,https://jsq.gptvip.chat/images/plant/model/v4/Crop_143_5.png,含羞草/含羞草_05_花蕾.png,5,7200
