article_index,section_name,group_name,item_name,item_chips,item_desc,item_stats,image_index,image_role,phase_index,phase_label,image_alt,image_title,image_path,image_url,duplicate_index,local_path,download_status
19,超变图鉴,黄金果实,黄金·针垫花,+40,卖给商人后，可以获得金豆豆。,基础经验:1440 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_261_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_2.png,2,超变图鉴/黄金果实/黄金·针垫花/黄金·针垫花_02_第2阶段.png,downloaded
19,超变图鉴,黄金果实,黄金·针垫花,+40,卖给商人后，可以获得金豆豆。,基础经验:1440 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_261_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_3.png,3,超变图鉴/黄金果实/黄金·针垫花/黄金·针垫花_03_第3阶段.png,downloaded
19,超变图鉴,黄金果实,黄金·针垫花,+40,卖给商人后，可以获得金豆豆。,基础经验:1440 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_261_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_4.png,4,超变图鉴/黄金果实/黄金·针垫花/黄金·针垫花_04_第4阶段.png,downloaded
19,超变图鉴,黄金果实,黄金·针垫花,+40,卖给商人后，可以获得金豆豆。,基础经验:1440 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_261_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_5.png,5,超变图鉴/黄金果实/黄金·针垫花/黄金·针垫花_05_第5阶段.png,downloaded
19,超变图鉴,黄金果实,黄金·针垫花,+40,卖给商人后，可以获得金豆豆。,基础经验:1440 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_261_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_261_6.png,6,超变图鉴/黄金果实/黄金·针垫花/黄金·针垫花_06_第6阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·欢乐糖果,,plant/model/v4/gold/Crop_167_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_6.png,1,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_00_主图.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_167_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_Seed.png,1,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_01_第1阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_167_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_2.png,2,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_02_第2阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_167_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_3.png,3,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_03_第3阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_167_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_4.png,4,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_04_第4阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_167_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_5.png,5,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_05_第5阶段.png,downloaded
20,超变图鉴,黄金果实,黄金·欢乐糖果,+40,卖给商人后，可以获得金豆豆。,基础经验:960 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_167_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_167_6.png,6,超变图鉴/黄金果实/黄金·欢乐糖果/黄金·欢乐糖果_06_第6阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·似何莲,,plant/model/v4/gold/Crop_185_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_6.png,1,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_00_主图.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_185_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_Seed.png,1,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_01_第1阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_185_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_2.png,2,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_02_第2阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_185_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_3.png,3,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_03_第3阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_185_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_4.png,4,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_04_第4阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_185_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_5.png,5,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_05_第5阶段.png,downloaded
21,超变图鉴,黄金果实,黄金·似何莲,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_185_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_185_6.png,6,超变图鉴/黄金果实/黄金·似何莲/黄金·似何莲_06_第6阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·凤仙花,,plant/model/v4/gold/Crop_133_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_6.png,1,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_00_主图.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_133_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_Seed.png,1,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_01_第1阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_133_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_2.png,2,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_02_第2阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_133_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_3.png,3,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_03_第3阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_133_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_4.png,4,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_04_第4阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_133_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_5.png,5,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_05_第5阶段.png,downloaded
22,超变图鉴,黄金果实,黄金·凤仙花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_133_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_133_6.png,6,超变图鉴/黄金果实/黄金·凤仙花/黄金·凤仙花_06_第6阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·金银花,,plant/model/v4/gold/Crop_176_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_6.png,1,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_00_主图.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_176_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_Seed.png,1,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_01_第1阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_176_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_2.png,2,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_02_第2阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_176_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_3.png,3,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_03_第3阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_176_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_4.png,4,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_04_第4阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_176_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_5.png,5,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_05_第5阶段.png,downloaded
23,超变图鉴,黄金果实,黄金·金银花,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_176_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_176_6.png,6,超变图鉴/黄金果实/黄金·金银花/黄金·金银花_06_第6阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·米兰,,plant/model/v4/gold/Crop_186_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_6.png,1,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_00_主图.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_186_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_Seed.png,1,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_01_第1阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_186_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_2.png,2,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_02_第2阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_186_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_3.png,3,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_03_第3阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_186_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_4.png,4,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_04_第4阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_186_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_5.png,5,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_05_第5阶段.png,downloaded
24,超变图鉴,黄金果实,黄金·米兰,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_186_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_186_6.png,6,超变图鉴/黄金果实/黄金·米兰/黄金·米兰_06_第6阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,1,main,,,黄金·鹭草,,plant/model/v4/gold/Crop_251_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_6.png,1,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_00_主图.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_251_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_Seed.png,1,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_01_第1阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_251_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_2.png,2,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_02_第2阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_251_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_3.png,3,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_03_第3阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_251_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_4.png,4,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_04_第4阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_251_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_5.png,5,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_05_第5阶段.png,downloaded
25,超变图鉴,黄金果实,黄金·鹭草,+40,卖给商人后，可以获得金豆豆。,基础经验:720 | 基础果实:10个 | 果实单价:— | 图鉴点数:40,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_251_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_251_6.png,6,超变图鉴/黄金果实/黄金·鹭草/黄金·鹭草_06_第6阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·昙花,,plant/model/v4/gold/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_6.png,1,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_00_主图.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_224_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_Seed.png,1,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_01_第1阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_224_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_2.png,2,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_02_第2阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_224_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_3.png,3,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_03_第3阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_224_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_4.png,4,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_04_第4阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_224_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_5.png,5,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_05_第5阶段.png,downloaded
26,超变图鉴,黄金果实,黄金·昙花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_224_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_224_6.png,6,超变图鉴/黄金果实/黄金·昙花/黄金·昙花_06_第6阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·荷包牡丹,,plant/model/v4/gold/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_6.png,1,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_00_主图.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_249_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_Seed.png,1,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_01_第1阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_249_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_2.png,2,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_02_第2阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_249_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_3.png,3,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_03_第3阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_249_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_4.png,4,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_04_第4阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_249_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_5.png,5,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_05_第5阶段.png,downloaded
27,超变图鉴,黄金果实,黄金·荷包牡丹,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_249_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_249_6.png,6,超变图鉴/黄金果实/黄金·荷包牡丹/黄金·荷包牡丹_06_第6阶段.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·孔雀草,,plant/model/v4/gold/Crop_257_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_6.png,1,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_00_主图.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_257_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_Seed.png,1,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_01_第1阶段.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_257_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_2.png,2,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_02_第2阶段.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_257_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_3.png,3,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_03_第3阶段.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_257_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_4.png,4,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_04_第4阶段.png,downloaded
