level,name,seed_id,crop_id,asset_name,rarity,seasons,land_level_need,exp,fruit_id,fruit_count,phase_count,phase_names,thumb,grow_phases
110,番荔枝,20085,1020085,Crop_85,1,2,1,762,40085,200,6,种子|发芽|小叶子|大叶子|开花|结果,plant/model/v4/Crop_85_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;开花:3600;结果:0;
112,大王花,20227,1020227,Crop_227,1,2,1,1524,40227,200,6,种子|发芽|幼蕾|含苞|初放|盛开,plant/model/v4/Crop_227_Seed.png,种子:4800;发芽:4800;幼蕾:4800;含苞:7200;初放:7200;盛开:0;
114,橄榄,20086,1020086,Crop_86,1,2,1,2286,40086,200,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_86_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;开花:10800;成熟:0;
116,人参果,20228,1020228,Crop_228,1,2,1,4572,40228,200,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_228_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;开花:21600;成熟:0;
118,百香果,20087,1020087,Crop_87,1,2,1,795,40087,200,6,种子|发芽|小叶子|大叶子|开花|结果,plant/model/v4/Crop_87_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;开花:3600;结果:0;
120,金花茶,20235,1020235,Crop_235,1,2,1,1590,40235,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_235_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;花蕾:7200;盛开:0;
122,灯笼果,20088,1020088,Crop_88,1,2,1,2385,40088,200,6,种子|发芽|小叶子|大叶子|开花|结果,plant/model/v4/Crop_88_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;开花:10800;结果:0;
124,天山雪莲,20201,1020201,Crop_201,1,2,1,4770,40201,200,6,种子|发芽|小叶子|大叶子|幼株|成熟,plant/model/v4/Crop_201_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;幼株:21600;成熟:0;
126,芦荟,20089,1020089,Crop_89,1,2,1,831,40089,200,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_89_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;开花:3600;成熟:0;
128,金边灵芝,20202,1020202,Crop_202,1,2,1,1662,40202,200,6,种子|发芽|芝蕾|幼芝|初熟|成熟,plant/model/v4/Crop_202_Seed.png,种子:4800;发芽:4800;芝蕾:4800;幼芝:7200;初熟:7200;成熟:0;
130,薄荷,20090,1020090,Crop_90,1,2,1,2493,40090,200,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_90_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;开花:10800;成熟:0;
132,何首乌,20229,1020229,Crop_229,1,2,1,4986,40229,200,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_229_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;初熟:21600;成熟:0;
134,晚香玉,20174,1020174,Crop_174,1,2,1,867,40174,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_174_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;花蕾:3600;盛开:0;
136,人参,20204,1020204,Crop_204,1,2,1,1734,40204,200,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_204_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
138,鳄梨,20022,1020022,Crop_22,1,2,1,2601,40022,200,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_22_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;开花:10800;成熟:0;
140,似血杜鹃,20242,1020242,Crop_242,1,2,1,5202,40242,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_242_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;花蕾:21600;盛开:0;
142,文殊兰,20188,1020188,Crop_188,1,2,1,906,40188,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_188_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;花蕾:3600;盛开:0;
144,郁金香,20106,1020106,Crop_106,1,2,1,1812,40106,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_106_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;花蕾:7200;盛开:0;
146,薰衣草,20101,1020101,Crop_101,1,2,1,2718,40101,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_101_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;花蕾:10800;盛开:0;
148,马蹄莲,20102,1020102,Crop_102,1,2,1,5436,40102,200,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_102_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;初熟:21600;成熟:0;
150,艳蝶兰,20182,1020182,Crop_182,1,2,1,945,40182,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_182_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;花蕾:3600;盛开:0;
104,莴笋,20069,1020069,Crop_69,1,2,1,1452,40069,200,6,种子|发芽|幼苗|莲座期|成株期|成熟,plant/model/v4/Crop_69_Seed.png,种子:4800;发芽:4800;幼苗:4800;莲座期:7200;成株期:7200;成熟:0;
154,月季花,20124,1020124,Crop_124,1,2,1,2835,40124,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_124_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;花蕾:10800;盛开:0;
156,兰花,20115,1020115,Crop_115,1,2,1,5670,40115,200,6,种子|小叶子|大叶子|花蕾|盛开|成熟,plant/model/v4/Crop_115_Seed.png,种子:14400;小叶子:14400;大叶子:14400;花蕾:21600;盛开:21600;成熟:0;
158,君子兰,20187,1020187,Crop_187,1,2,1,981,40187,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_187_Seed.png,种子:2400;发芽:2400;小叶子:2400;大叶子:3600;花蕾:3600;盛开:0;
160,六月雪,20131,1020131,Crop_131,1,2,1,1962,40131,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_131_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;花蕾:7200;盛开:0;
162,蓝铃花,20132,1020132,Crop_132,1,2,1,2943,40132,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_132_Seed.png,种子:7200;发芽:7200;小叶子:7200;大叶子:10800;花蕾:10800;盛开:0;
164,宋梅,20172,1020172,Crop_172,1,2,1,5886,40172,200,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_172_Seed.png,种子:14400;发芽:14400;小叶子:14400;大叶子:21600;花蕾:21600;盛开:0;
200,艾草,21135,1021135,Crop_1135,2,2,1,720,41135,24,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_1135_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
200,八仙花,0,40207,Crop_207,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,地涌金莲,0,40267,Crop_267,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,荷花玉兰,0,41060,Crop_1060,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,凤仙花,0,40133,Crop_133,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,金银花,0,40176,Crop_176,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,鹭草,0,40251,Crop_251,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,繁星花,0,41044,Crop_1044,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,香彩雀,0,41038,Crop_1038,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,荷青花,0,41474,Crop_1474,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,芹叶铁线莲,0,40243,Crop_243,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,菖蒲,0,41134,Crop_1134,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,凌霄花,0,46127,Crop_6127,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,荷花,0,46109,Crop_6109,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,琉璃宝荷,0,41032,Crop_1032,2,1,1,100,0,20,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·丁香花,0,1040122,Crop_40122,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·绿牡丹,0,1040134,Crop_40134,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·糖槭树花,0,1040139,Crop_40139,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·象牙红,0,1040140,Crop_40140,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·七里香,0,1040144,Crop_40144,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·月桂花,0,1040154,Crop_40154,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·天竺葵,0,1040263,Crop_40263,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·桔梗花,0,1040269,Crop_40269,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·石莲花,0,1040199,Crop_40199,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·帝王花,0,1040262,Crop_40262,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·夏蜡梅,0,1040223,Crop_40223,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·似何莲,0,1040185,Crop_40185,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·八仙花,0,1040207,Crop_40207,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·地涌金莲,0,1040267,Crop_40267,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·荷花玉兰,0,1041060,Crop_41060,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·凤仙花,0,1040133,Crop_40133,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·金银花,0,1040176,Crop_40176,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·米兰,0,1040186,Crop_40186,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·鹭草,0,1040251,Crop_40251,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·繁星花,0,1041044,Crop_41044,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·香彩雀,0,1041038,Crop_41038,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·荷青花,0,1041474,Crop_41474,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·栀子花,0,1040113,Crop_40113,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·芹叶铁线莲,0,1040243,Crop_40243,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·菖蒲,0,1041134,Crop_41134,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·凌霄花,0,1046127,Crop_46127,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·琉璃宝荷,0,1046109,Crop_46109,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
200,黄金·荷花,0,1041032,Crop_41032,3,1,1,200,0,30,3,种子|发芽|成熟,,种子:3600;发芽:3600;成熟:0;
21,凤仙花,20133,1020133,Crop_133,2,1,1,1440,40133,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_133_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
21,欢乐糖果,20167,1020167,Crop_167,2,1,1,960,40167,32,6,种子|发芽|小叶子|大叶子|开花|成熟,plant/model/v4/Crop_167_Seed.png,种子:5760;发芽:5760;小叶子:5760;大叶子:5760;开花:5760;成熟:0;
21,金银花,20176,1020176,Crop_176,2,1,1,1440,40176,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_176_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
21,似何莲,20185,1020185,Crop_185,2,1,1,1440,40185,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_185_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
21,米兰,20186,1020186,Crop_186,2,1,1,1440,40186,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_186_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
21,鹭草,20251,1020251,Crop_251,2,1,1,1440,40251,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_251_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,芹叶铁线莲,20243,1020243,Crop_243,3,1,1,1680,40243,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_243_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,地涌金莲,20267,1020267,Crop_267,3,1,1,1680,40267,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_267_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,香彩雀,21038,1021038,Crop_1038,3,1,1,1680,41038,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_1038_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,繁星花,21044,1021044,Crop_1044,3,1,1,1680,41044,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_1044_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,菖蒲,21134,1021134,Crop_1134,3,1,1,1680,41134,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_1134_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,荷青花,21474,1021474,Crop_1474,3,1,1,1680,41474,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_1474_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
41,凌霄花,26127,1026127,Crop_6127,3,1,1,1680,46127,48,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_6127_Seed.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
200,银杏树苗,20025,1020025,Crop_25,2,2,1,720,40025,24,6,种子|发芽|小叶子|大叶子|长枝|成苗,plant/model/v4/Crop_25_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;长枝:7200;成苗:0;
200,爱心果,20046,1020046,Crop_46,4,2,1,3840,40046,96,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_46_6.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
200,蝴蝶兰,20109,1020109,Crop_109,2,2,1,720,40109,24,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_109_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;花蕾:7200;盛开:0;
200,风信子,20112,1020112,Crop_112,2,2,1,720,40112,24,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_112_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
200,蔷薇,20121,1020121,Crop_121,2,2,1,720,40121,24,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_121_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
200,琉璃宝荷,21032,1021032,Crop_1032,4,1,1,7680,41032,192,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_1032_6.png,种子:8640;发芽:8640;小叶子:8640;大叶子:8640;花蕾:8640;盛开:0;
201,昙花,20224,1020224,Crop_224,3,2,1,840,40224,24,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_224_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
201,荷包牡丹,20249,1020249,Crop_249,3,2,1,840,40249,24,6,种子|发芽|小叶子|大叶子|花蕾|盛开,plant/model/v4/Crop_249_Seed.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;花蕾:7200;盛开:0;
200,青梅,21221,1021221,Crop_1221,2,2,200,720,41221,24,6,种子|发芽|小叶子|大叶子|初熟|成熟,plant/model/v4/Crop_1221_6.png,种子:4800;发芽:4800;小叶子:4800;大叶子:7200;初熟:7200;成熟:0;
